光纤位置,mean_angle,std_angle,skew_angle,kurt_angle,range_angle,q25_angle,q50_angle,q75_angle,max_angle,min_angle,angle_change_rate,neg_value_ratio,neg_value_mean,pos_value_mean,pos_neg_contrast,dominant_freq,spectral_centroid,spectral_bandwidth,wavelet_energy_low,wavelet_energy_high,wavelet_energy_ratio,angle_gradient,failure_angle_est,failure_span,failure_start_angle,failure_end_angle,failure_intensity,circular_correlation,small_window_std,sequence_autocorr,residual_std,attention_weight
72.27311,111.36859222222223,4.46788513706374,-0.5197158628272507,-0.7213567001525254,14.943579999999997,108.44385,112.14549,114.20193,117.69791,102.75433,0.07197600000000008,0.0,0.0,111.36859222222223,111.36859222222223,0.0,0.0673678167083303,0.13087968108690975,13.687432633463715,0.15317719396717042,0.9889327713174545,0.3598800000000004,,0.0,,,0.0,0.0,0.17104981016123777,0.3705676043822678,4.384068979759796,1.0
72.56199,111.1324788888889,4.443837770877392,-0.51545286084861,-0.831800249253837,14.532290000000003,107.96401,111.93984,113.92774,117.28662,102.75433,0.05655225000000001,0.0,0.0,111.1324788888889,111.1324788888889,0.0,0.06583037253834008,0.12951494308661401,14.013874797729791,0.18177326963978352,0.9871951411534122,0.2827612500000001,,0.0,,,0.0,0.0,0.15725989618944972,0.34622845642602423,4.330540199338844,1.0
72.85088,111.04108333333335,4.4034346967768,-0.4623066603876827,-0.8458631976972368,14.532300000000006,107.75837,112.00839,113.92774,117.35517,102.82287,0.05312474999999992,0.0,0.0,111.04108333333335,111.04108333333335,0.0,0.06549275470157784,0.12910268784084575,14.158849919982519,0.1813566255168602,0.9873532766044772,0.2656237499999996,,0.0,,,0.0,0.0,0.16545129720035545,0.3421792101874781,4.285614591698151,1.0
73.13976,109.92907222222222,4.4699863038188825,-0.4559124188051222,-0.8901934459914678,14.600840000000005,106.6616,110.77451,112.69387,116.25839,101.65755,0.06683449999999987,0.0,0.0,109.92907222222222,109.92907222222222,0.0,0.06597800820165073,0.13009146705238842,16.350350380938867,0.2112044259955168,0.9872473068768997,0.3341724999999993,,0.0,,,0.0,0.0,0.17115767352836314,0.3597321272053045,4.370449291692174,1.0
73.42864,110.50792555555556,4.233941412669003,-0.36204057165384557,-0.9662907995239385,13.709710000000001,107.27853,110.84306,112.96807,116.60113,102.89142,0.06340700000000013,0.0,0.0,110.50792555555556,110.50792555555556,0.0,0.0669871692586239,0.13154566603266005,15.230006927226826,0.23482729516031847,0.9848154017119136,0.3170350000000006,,0.0,,,0.0,0.0,0.16100590108960125,0.3118675643973668,4.12121065658041,1.0
73.71753,111.01061555555556,4.224520031309572,-0.3294035932691092,-0.9974391832783098,13.641180000000006,107.62127,111.1858,113.58499,117.14953,103.50835,0.06169350000000016,0.0,0.0,111.01061555555556,111.01061555555556,0.0,0.06601659836796218,0.13101993330693595,14.209719376414943,0.21849654688905623,0.9848563018359995,0.3084675000000008,,0.0,,,0.0,0.0,0.14803523454650408,0.31133641762982617,4.106602371743657,1.0
74.00641,110.93445000000001,4.238326129851001,-0.24388315031633406,-1.0375129041171371,13.572630000000004,107.34708,111.3229,113.17369,117.14953,103.5769,0.046269749999999735,0.0,0.0,110.93445000000001,110.93445000000001,0.0,0.06493164650531044,0.13051085979294721,14.172263963660331,0.2253174613290891,0.984350325601462,0.23134874999999866,,0.0,,,0.0,0.0,0.1410397860445662,0.2604509325184202,4.064723305326209,1.0
74.29529,111.4371411111111,4.225493939485907,-0.21075891287956053,-1.0696288820450335,13.366980000000012,108.23821,112.00839,113.79065,117.56082,104.19384,0.03770124999999993,0.0,0.0,111.4371411111111,111.4371411111111,0.0,0.06666689752125243,0.13283223201398875,13.180842100200671,0.2245970397215301,0.9832458274976617,0.18850624999999965,,0.0,,,0.0,0.0,0.13862750170783542,0.1858408897477597,4.003684728707662,1.0
74.58418,112.15309222222223,4.329421200224183,-0.18080296198491908,-1.1248417792061656,13.641179999999991,108.58095,112.69387,115.09307,118.45195,104.81077,0.03256024999999987,0.0,0.0,112.15309222222223,112.15309222222223,0.0,0.06681932709766658,0.13301739305923743,11.790881327353215,0.19090050114937873,0.984067436381318,0.16280124999999934,,0.0,,,0.0,0.0,0.15008039291033493,0.11683629472597491,4.053024490015935,1.0
74.87306,112.40443555555554,4.37456641928498,-0.15853512546338777,-1.0668871086946181,14.05246000000001,108.71805,112.55677,114.95597,119.00033,104.94787,0.05141124999999995,0.0,0.0,112.40443555555554,112.40443555555554,0.0,0.06604979566115177,0.1324104179388356,11.421846421258579,0.15506180908107886,0.9866059395052154,0.25705624999999976,,0.0,,,0.0,0.0,0.15379675221434388,0.18002699480024326,4.1711100297157175,1.0
75.16194,113.06707222222221,4.215983888051066,-0.08865814878827782,-1.077890956625364,13.504080000000002,109.67773,113.17371,115.29871,119.68582,106.18174,0.04969749999999991,0.0,0.0,113.06707222222221,113.06707222222221,0.0,0.06624694091722268,0.13328009683329348,10.3640725997065,0.1495261305133432,0.9857778355015462,0.24848749999999953,,0.0,,,0.0,0.0,0.14379236876215185,0.17718150211023173,4.028923376192509,1.0
75.45083,113.04422222222222,4.348313953887512,-0.1075011283516214,-1.1547794287319917,13.572630000000004,109.74627,113.31081,115.84711,119.61727,106.04464,0.041128750000000026,0.0,0.0,113.04422222222222,113.04422222222222,0.0,0.06812103671262278,0.13554271163777473,10.288252921825721,0.1587016666872651,0.9848088105063416,0.20564375000000013,,0.0,,,0.0,0.0,0.15331063703103892,0.06702782778353288,4.09686472339315,1.0
75.73971,113.13562,4.391643069396439,-0.07336386135864312,-1.1007508399651573,13.983919999999998,109.67773,113.585,115.91566,120.02856,106.04464,0.02913275000000013,0.0,0.0,113.13562,113.13562,0.0,0.06463382778600349,0.13247093073213856,10.032176562323526,0.129988028756513,0.9872086278774375,0.14566375000000065,,0.0,,,0.0,0.0,0.145347249060137,0.09292667093441366,4.110626171417649,1.0
76.02859,113.34888444444444,4.43435273732283,-0.15377021971054242,-1.1617360393330827,13.983919999999998,109.67773,113.65355,116.60115,119.96001,105.97609,0.042842500000000075,0.0,0.0,113.34888444444444,113.34888444444444,0.0,0.06796378844289602,0.13498535958339794,9.783903055852488,0.1392991645480014,0.9859622769391698,0.21421250000000036,,0.0,,,0.0,0.0,0.15958511622946567,0.05887504656165615,4.168148732824464,1.0
76.31748,113.15085444444443,4.452198343315882,-0.08233705479358545,-1.1962982735658565,13.983899999999991,109.54063,113.51645,116.32695,120.02855,106.04465,0.0428427499999998,0.0,0.0,113.15085444444443,113.15085444444443,0.0,0.06689192763481538,0.1354063766723579,10.000315516530609,0.13940147815940315,0.9862519359927866,0.21421374999999898,,0.0,,,0.0,0.0,0.15600595774652762,0.04225171369807894,4.170872566043124,1.0
76.60636,113.17370666666667,4.4169955247229105,-0.10807673489436953,-1.2247985974927444,13.64116,109.40353,113.44791,116.05276,119.82291,106.18175,0.04969750000000026,0.0,0.0,113.17370666666667,113.17370666666667,0.0,0.06772130174666684,0.13560253047605186,10.04021627620609,0.15381789081577663,0.9849109892713647,0.2484875000000013,,0.0,,,0.0,0.0,0.1536559814049188,0.05935120472410894,4.173795649535838,1.0
76.89524,113.40981888888889,4.457014851892202,-0.0023455921226587257,-1.180982391358564,13.983900000000006,109.47209,113.44791,115.91566,120.50839,106.52449,0.05826600000000006,0.0,0.0,113.40981888888889,113.40981888888889,0.0,0.06607127322761422,0.13484253559903972,9.623494799362911,0.1215367646423794,0.9875283354453109,0.2913300000000003,,0.0,,,0.0,0.0,0.1535938852969594,0.08641764345802827,4.237818006949937,1.0
77.18413,113.4326688888889,4.331870798082109,-0.040247458903574465,-1.1749899219510165,13.572609999999997,109.40353,113.37936,115.77855,120.2342,106.66159,0.059979749999999755,0.0,0.0,113.4326688888889,113.4326688888889,0.0,0.06648343483118592,0.1339962505899444,9.711765688547894,0.13764627244212113,0.9860249248294324,0.29989874999999877,,0.0,,,0.0,0.0,0.1511216574076969,0.1306699903027217,4.147378286509072,1.0
77.47301,114.24763444444446,4.245586768275739,0.0387864497588856,-1.049645782965115,13.64116,110.36321,114.33904,116.46405,121.19388,107.55272,0.03256025000000022,0.0,0.0,114.24763444444446,114.24763444444446,0.0,0.06379169271768378,0.13080163318402685,8.425566166682387,0.10666385493921701,0.9874987131420896,0.16280125000000112,,0.0,,,0.0,0.0,0.14306894931331107,0.09371915953909524,4.0056351345219126,1.0
77.76189,114.24763555555556,4.328400443079049,0.009611266215381968,-1.0038391700698994,14.120999999999995,110.22612,114.33904,116.66969,121.33098,107.20998,0.02913275000000013,0.0,0.0,114.24763555555556,114.24763555555556,0.0,0.06260213104161556,0.12910637921632223,8.395339273722506,0.09133724678660779,0.9892375717791524,0.14566375000000065,,0.0,,,0.0,0.0,0.1470054567166027,0.10356913941358188,4.075723307392204,1.0
78.05078,114.20955222222223,4.371541730248742,0.05883029380554742,-0.9975200477264163,14.258089999999996,110.08902,114.33904,116.60114,121.46807,107.20998,0.025705500000000114,0.0,0.0,114.20955222222223,114.20955222222223,0.0,0.06144443101551474,0.12840441953996296,8.386438195028418,0.08493098252439643,0.9899743499730314,0.12852750000000057,,0.0,,,0.0,0.0,0.14654110355346828,0.08832550573691018,4.097987066483425,1.0
78.33966,114.71224444444445,4.32708800201221,0.02578357374358601,-0.8884538367980443,14.463740000000001,110.84305,114.95597,116.60114,122.01647,107.55273,0.029133250000000287,0.0,0.0,114.71224444444445,114.71224444444445,0.0,0.05915623900005069,0.12573333370670742,7.735213340948557,0.06380535462650748,0.9918187970543153,0.14566625000000144,,0.0,,,0.0,0.0,0.12849335872912335,0.21342043609901226,4.104906036027869,1.0
78.62854,114.82648999999999,4.330867337563895,0.024711759646184602,-0.9092107818829676,14.395200000000003,110.63741,115.02452,116.73823,122.15357,107.75837,0.025705750000000194,0.0,0.0,114.82648999999999,114.82648999999999,0.0,0.0582143011943559,0.12400958257623594,7.567931104923875,0.06551271010349204,0.9914176730987835,0.12852875000000097,,0.0,,,0.0,0.0,0.12949940111369054,0.20541375560727915,4.1108507936795915,1.0
78.91743,115.50435777777778,4.249276749097107,0.06704391895342902,-0.9074063922486224,14.052459999999996,111.32289,115.91565,116.87533,122.77051,108.71805,0.023992000000000145,0.0,0.0,115.50435777777778,115.50435777777778,0.0,0.055992613910675816,0.12179260679661279,6.680134329848627,0.0602067208256969,0.9910677040713273,0.11996000000000073,,0.0,,,0.0,0.0,0.10998357188214637,0.2430606195997688,4.048084130826656,1.0
79.20631,115.90803444444444,4.111068357957875,0.03440490248608747,-0.9563419181063577,13.366969999999995,111.80273,116.46404,117.14953,122.70196,109.33499,0.017137250000000038,0.0,0.0,115.90803444444444,115.90803444444444,0.0,0.05793574248008646,0.12294555263911727,6.262222345899473,0.0824850140199984,0.9869993981692884,0.08568625000000019,,0.0,,,0.0,0.0,0.10126911606363964,0.19612188434191605,3.930045688720102,1.0
79.49519,116.76108555555555,4.161250799779931,0.038020647812278555,-0.8576970596437361,13.84680999999999,112.89951,117.35517,117.97211,123.73019,109.88338,0.0017137500000000473,0.0,0.0,116.76108555555555,116.76108555555555,0.0,0.054629477804571065,0.11813725131397541,5.1946538989411914,0.054897023921231844,0.9895425294797879,0.008568750000000236,,0.0,,,0.0,0.0,0.10243459613499083,0.12441684323416363,3.9297034048498354,1.0
79.78408,117.81978222222223,3.961715652471731,0.04767273146899499,-0.8932552188370728,13.092780000000005,114.06483,118.5205,118.72615,124.55278,111.46,0.005141249999999787,0.0,0.0,117.81978222222223,117.81978222222223,0.0,0.05512217379691981,0.11741364940982495,4.15365521747994,0.06141160997290167,0.9854304539915074,0.02570624999999893,,0.0,,,0.0,0.0,0.0888509704015234,0.13636887766224387,3.7883008272079612,1.0
80.07296,117.91879555555556,3.9479842833980516,0.16387754254060843,-0.8620708871887452,13.024230000000003,113.99629,118.3834,118.86324,124.82697,111.80274,0.003427250000000015,0.0,0.0,117.91879555555556,117.91879555555556,0.0,0.05650339933667161,0.11991269993447033,4.023235008780024,0.053564438288569494,0.9868611544220623,0.017136250000000075,,0.0,,,0.0,0.0,0.09860308732223554,0.07202935210102336,3.7465910426469393,1.0
80.36184,117.69791666666667,4.082976792665427,0.22735224209494037,-0.8645293988732741,13.366980000000012,113.65355,117.90356,118.79469,124.96407,111.59709,0.003427250000000015,0.0,0.0,117.69791666666667,117.69791666666667,0.0,0.05640644642801851,0.118959150720504,4.200293952089183,0.0491972205655721,0.9884227973031228,0.017136250000000075,,0.0,,,0.0,0.0,0.11321431513611005,0.04487043082221097,3.875118111693766,1.0
80.65072,117.79692777777778,4.045482349669067,0.1422297474332164,-0.9383318109996583,13.161339999999996,113.85919,117.97211,119.34307,124.68988,111.52854,-0.006855000000000189,0.0,0.0,117.79692777777778,117.79692777777778,0.0,0.05907527786757531,0.12155143025837634,4.11949191444998,0.06101534065084935,0.9854047996986629,-0.034275000000000944,,0.0,,,0.0,0.0,0.11698498666720883,-0.0848201362981963,3.796163976533181,1.0
80.93961,117.5532,4.131974590851745,0.25275866363551325,-0.8465749329914045,13.572639999999993,113.585,117.69792,118.58904,124.89553,111.32289,-0.00856874999999988,0.0,0.0,117.5532,117.5532,0.0,0.05511789205693111,0.1168551085519649,4.324189824757734,0.05072389789060382,0.988405737528753,-0.0428437499999994,,0.0,,,0.0,0.0,0.11491709056282723,0.028793791599804393,3.900754067669835,1.0
81.22849,117.40086555555555,4.194493940828489,0.1659090989204283,-0.8987913692517213,13.778279999999995,113.585,117.83501,118.86323,124.62133,110.84305,-0.025705999999999916,0.0,0.0,117.40086555555555,117.40086555555555,0.0,0.05443566663414401,0.11622144356748312,4.443564053322319,0.05481259431295701,0.9878150277966269,-0.1285299999999996,,0.0,,,0.0,0.0,0.11160938086582217,-0.04755594374738984,3.9062643158555885,1.0
81.51737,117.27900222222223,4.228887018224317,0.09920364568604288,-0.9732907315861947,13.641179999999991,113.31081,117.835,118.86323,124.27859,110.63741,-0.027419499999999885,0.0,0.0,117.27900222222223,117.27900222222223,0.0,0.056015312081470155,0.11987203554811826,4.538165006181279,0.06045317285627563,0.9868540568924525,-0.13709749999999943,,0.0,,,0.0,0.0,0.10581021889364733,-0.10050633604725805,3.906505585589185,1.0
81.80626,116.74584555555556,4.0724070151259335,0.02826640652296738,-1.0332611094711384,12.955700000000007,113.03661,117.08096,118.52049,123.31891,110.36321,-0.0222782500000001,0.0,0.0,116.74584555555556,116.74584555555556,0.0,0.06019632830795126,0.12546591155419026,5.177692509226338,0.08684412297207846,0.9835039379269807,-0.1113912500000005,,0.0,,,0.0,0.0,0.09995167668981164,-0.05437752876264029,3.7529370464794423,1.0
82.09514,116.57066444444445,3.9977057236984503,-0.08807431841368873,-1.1636440537298762,12.133119999999991,112.96807,117.14951,118.72614,122.42777,110.29465,-0.03427424999999999,0.0,0.0,116.57066444444445,116.57066444444445,0.0,0.06780173947003079,0.13218249618172473,5.444316996349599,0.14156242982899336,0.9746570917261448,-0.17137124999999997,,0.0,,,0.0,0.0,0.09973470362420396,-0.11182799075024781,3.636411019107943,1.0
82.38402,116.18222444444444,4.00544641814981,-0.04250524993798917,-1.2118082974107645,12.064570000000003,112.62533,116.53258,118.65759,122.15358,110.08901,-0.046270000000000165,0.0,0.0,116.18222444444444,116.18222444444444,0.0,0.06676663946436544,0.13160737418712515,5.837403375277038,0.15076524739003172,0.9748228119500808,-0.23135000000000083,,0.0,,,0.0,0.0,0.10178156877010165,-0.13452216433077854,3.572549443141496,1.0
82.67291,115.68715,3.939142675704393,-0.030761358928819434,-1.2744135764702995,11.516170000000002,112.07694,116.05274,118.52049,121.33099,109.81482,-0.039415499999999784,0.0,0.0,115.68715,115.68715,0.0,0.07142191888203397,0.1351014051361503,6.520217843890509,0.19910021113811216,0.9703689854231344,-0.1970774999999989,,0.0,,,0.0,0.0,0.12316608776145126,-0.1574011689654676,3.5026168903876576,1.0
82.96179,114.94834888888889,3.986498579919321,-0.018473876136001988,-1.3204899589722705,11.379069999999999,111.04871,115.09306,117.90356,120.57695,109.19788,-0.039415250000000054,0.0,0.0,114.94834888888889,114.94834888888889,0.0,0.07110832020211522,0.13557475796790516,7.429555988762073,0.23014798899869116,0.9699534094576109,-0.19707625000000029,,0.0,,,0.0,0.0,0.1253522287234302,-0.16224659340039202,3.5127050931707133,1.0
83.25067,114.14100111111111,4.051193018686514,-0.016053070113702512,-1.335874876218755,11.310520000000011,110.43178,114.13338,117.35517,119.68582,108.3753,-0.044556499999999846,0.0,0.0,114.14100111111111,114.14100111111111,0.0,0.07234868132040986,0.13689609556069118,8.53773426547716,0.2680894757622536,0.9695554347058193,-0.22278249999999922,,0.0,,,0.0,0.0,0.1337419935729884,-0.16168248939179589,3.5330769454026663,1.0
83.53956,113.28033444444445,4.259839810504381,0.008479882034344815,-1.4023017117305963,11.790359999999993,109.26645,112.69386,117.01243,119.13743,107.34707,-0.053125,0.0,0.0,113.28033444444445,113.28033444444445,0.0,0.06948350045901967,0.1351454233852043,9.628841383935434,0.2674526722149392,0.972974461874845,-0.265625,,0.0,,,0.0,0.0,0.13868504683571928,-0.17242354133447152,3.6239994614102415,1.0
83.82844,112.27495555555555,4.414681358248762,0.0052635139829287966,-1.3842580486758669,12.270200000000003,107.96403,111.80273,115.98419,118.45195,106.18175,-0.0445565000000002,0.0,0.0,112.27495555555555,112.27495555555555,0.0,0.06707053059556294,0.1336267921540171,11.13996607895042,0.271537371991223,0.9762049432613161,-0.222782500000001,,0.0,,,0.0,0.0,0.1462852553584085,-0.14448713646631456,3.806540810131662,1.0
84.11732,111.21625999999999,4.601790997023758,0.07955357303661872,-1.3731827068019888,12.750020000000006,106.79871,110.63741,114.75032,117.69789,104.94787,-0.05483875000000005,0.0,0.0,111.21625999999999,111.21625999999999,0.0,0.06533600961311158,0.13309547399734387,12.773722941526678,0.2847903031105194,0.9781912153494737,-0.27419375000000024,,0.0,,,0.0,0.0,0.1425014274083425,-0.1602642770524719,3.9037866789288342,1.0
84.40621,111.16294444444445,4.610393210044529,-0.007381343098019677,-1.3930905045011532,12.681480000000008,106.38741,110.9116,114.68177,117.49226,104.81078,-0.049697749999999985,0.0,0.0,111.16294444444445,111.16294444444445,0.0,0.06446194281895631,0.13190790325279514,12.885013353506917,0.29165863597675595,0.9778655311214155,-0.24848874999999992,,0.0,,,0.0,0.0,0.13550734506848272,-0.11989219158288508,3.9606391675113124,1.0
84.69509,111.6961,4.435991540523943,0.010275231002972703,-1.3554452729970958,12.270179999999996,107.14145,111.32289,114.40757,117.90355,105.63337,-0.061693499999999804,0.0,0.0,111.6961,111.6961,0.0,0.06374211783384078,0.13180208099186108,12.00209816181437,0.28981773965895163,0.976422085696026,-0.308467499999999,,0.0,,,0.0,0.0,0.10426181650457052,-0.10865989116625699,3.8068344259788307,1.0
84.98397,111.8027311111111,4.488400095103039,0.05699012814141238,-1.2964018167963727,12.338740000000001,107.20999,111.45999,114.06483,118.2463,105.90756,-0.05997999999999983,0.0,0.0,111.8027311111111,111.8027311111111,0.0,0.06313231280745248,0.13222831288031453,11.76945547761806,0.27790197950857337,0.9769325364010119,-0.29989999999999917,,0.0,,,0.0,0.0,0.10528364616206816,-0.13503783090873656,3.9002329944811382,1.0
85.27286,112.16832555555557,4.487703051374232,-0.013987625003292696,-1.395931912554782,12.270200000000003,107.48419,111.73418,115.02451,118.31485,106.04465,-0.07026225000000004,0.0,0.0,112.16832555555557,112.16832555555557,0.0,0.06379019044352152,0.13190384160540394,11.1520018606656,0.27782917352843606,0.9756926263568693,-0.3513112500000002,,0.0,,,0.0,0.0,0.09540574557380278,-0.13874734592873997,3.8079639588044394,1.0
85.56174,112.59485000000001,4.419133424208365,0.04669381975089079,-1.3905870314603672,12.064539999999994,108.03257,112.00838,115.36726,118.79468,106.73014,-0.0788307500000002,0.0,0.0,112.59485000000001,112.59485000000001,0.0,0.06479773575459159,0.1330232903990223,10.464778893363537,0.27671830775633,0.9742383857042849,-0.39415375000000097,,0.0,,,0.0,0.0,0.09632216150500411,-0.18427331186352652,3.707948089426252,1.0
85.85062,112.51107000000002,4.537108436186106,0.14892330088229544,-1.3901159712439053,12.27019,108.16967,111.45999,115.43581,119.00033,106.73014,-0.09254075000000021,0.0,0.0,112.51107000000002,112.51107000000002,0.0,0.06365691929110365,0.1329025307012891,10.457108222803136,0.2546763618284151,0.9762246561332621,-0.4627037500000011,,0.0,,,0.0,0.0,0.10319705996909843,-0.25240041473220587,3.7149362722961334,1.0
86.13951,113.05184333333334,4.540533984739876,0.13356227268961668,-1.3353897045498124,12.887129999999999,108.44387,112.35113,115.71,119.61727,106.73014,-0.09082700000000017,0.0,0.0,113.05184333333334,113.05184333333334,0.0,0.06180463775937277,0.12985848772094108,9.675035306121174,0.21319324711959725,0.9784396926032247,-0.45413500000000084,,0.0,,,0.0,0.0,0.10139687620612198,-0.21021430420883402,3.7815177809345624,1.0
86.42839,112.90712777777779,4.582502092752817,0.23794835888534221,-1.2226388969595845,13.435519999999997,108.16967,112.14548,115.02451,120.16566,106.73014,-0.08054475000000032,0.0,0.0,112.90712777777779,112.90712777777779,0.0,0.055416087709398675,0.1245035220821422,9.795753608722295,0.16105615961109662,0.9838245217638183,-0.4027237500000016,,0.0,,,0.0,0.0,0.10234359081966692,-0.18008655450577296,3.89757095179419,1.0
86.71727,112.29780777777779,4.542949824639831,0.22680598367620453,-1.183517151532248,13.229879999999994,107.62128,111.93983,114.13339,119.34308,106.1132,-0.07197650000000025,0.0,0.0,112.29780777777779,112.29780777777779,0.0,0.05773383779321493,0.12635159966187753,10.86221997224444,0.20178717379928884,0.9817618362647551,-0.3598825000000012,,0.0,,,0.0,0.0,0.11026498006083692,-0.12756519724007395,3.939452016020552,1.0
87.00616,112.36635444444444,4.516440724297327,0.28099363091034074,-1.1913688411691208,12.887140000000002,107.55273,111.73419,114.20193,119.41163,106.52449,-0.07369000000000021,0.0,0.0,112.36635444444444,112.36635444444444,0.0,0.05884086854877023,0.1283828159204237,10.71766406901741,0.21239417837556773,0.980567882286969,-0.36845000000000105,,0.0,,,0.0,0.0,0.1118922972489758,-0.18275538863256588,3.8776341240276864,1.0
87.29504,112.51106888888889,4.48211903228681,0.3109086038520868,-1.1572476909173588,13.024239999999992,107.96402,111.87129,114.27049,119.75437,106.73013,-0.07369024999999993,0.0,0.0,112.51106888888889,112.51106888888889,0.0,0.057261878704610095,0.1268675733560512,10.487378961614304,0.1880764779348313,0.9823823462054548,-0.3684512499999997,,0.0,,,0.0,0.0,0.10822325815916951,-0.1508832221570988,3.862221132360582,1.0
87.58392,111.99314444444445,4.4565091110671675,0.3363820588650338,-1.0817642798953948,13.298429999999996,107.62127,111.39145,113.51644,119.34308,106.04465,-0.05998049999999999,0.0,0.0,111.99314444444445,111.99314444444445,0.0,0.0571038013201601,0.125675200087268,11.423177978596687,0.18425107793903112,0.9841264523659786,-0.29990249999999996,,0.0,,,0.0,0.0,0.12055539346389313,-0.055642609838775524,3.9081996048561805,1.0
87.87281,111.98552777777779,4.370775547143343,0.38563234057406426,-1.0621155817633985,13.092790000000008,107.75837,111.1858,113.65354,119.41163,106.31884,-0.059980249999999916,0.0,0.0,111.98552777777779,111.98552777777779,0.0,0.05667837979698704,0.12528196045707427,11.447909080501038,0.18242246089692976,0.9843149388866489,-0.29990124999999956,,0.0,,,0.0,0.0,0.11996608763544739,-0.043848536999868896,3.805160679093137,1.0
88.16169,111.88651222222222,4.388271812552126,0.37605563820514765,-1.1334928747810418,12.81859,107.55272,110.98015,113.92773,119.27453,106.45594,-0.06854875000000007,0.0,0.0,111.88651222222222,111.88651222222222,0.0,0.05729888691786421,0.12630974390106703,11.542474684036629,0.19988442649440263,0.9829774898969461,-0.34274375000000035,,0.0,,,0.0,0.0,0.12017578635979036,-0.10757086575924803,3.7475276264702613,1.0
88.45057,112.22925444444445,4.360702856515758,0.3479087396520661,-1.0576298334644962,13.504080000000002,108.03256,111.59709,114.40757,119.82292,106.31884,-0.0668352500000001,0.0,0.0,112.22925444444445,112.22925444444445,0.0,0.05358979077676232,0.12061693174429193,11.037673793639094,0.15022551504942933,0.986572500251998,-0.3341762500000005,,0.0,,,0.0,0.0,0.11746496222793908,0.008585037946595488,3.7698769457108625,1.0
88.73946,112.45013555555555,4.389383331117409,0.3559593594823277,-1.071209005695393,13.504080000000002,108.10112,112.14548,114.54467,120.09711,106.59303,-0.07711749999999995,0.0,0.0,112.45013555555555,112.45013555555555,0.0,0.05231975745100466,0.11870487160919015,10.64540688130976,0.1490684524760757,0.9861903012452933,-0.38558749999999975,,0.0,,,0.0,0.0,0.11440216115227976,-0.012100981621575078,3.7806559478231594,1.0
89.02834,112.45775111111112,4.415828706728269,0.3646042733473425,-1.0969340036144475,13.641180000000006,108.30675,111.59709,114.88742,120.09711,106.45593,-0.08054500000000005,0.0,0.0,112.45775111111112,112.45775111111112,0.0,0.05296297916198349,0.11963553526794789,10.606564098526125,0.1395415304821878,0.9870146883533132,-0.4027250000000002,,0.0,,,0.0,0.0,0.11867927481878834,-0.04721490931396721,3.7397875095323454,1.0
89.31722,112.34350444444445,4.583760596856186,0.3713380406912238,-1.1146660081617799,14.189570000000003,108.23821,111.25435,115.02451,120.30276,106.11319,-0.09254125000000002,0.0,0.0,112.34350444444445,112.34350444444445,0.0,0.04957687847328021,0.11569514427177016,10.645232229906409,0.1185557447586953,0.9889856856028157,-0.4627062500000001,,0.0,,,0.0,0.0,0.118662359714392,-0.07710414764844946,3.8196914776984676,1.0
89.60611,112.03122777777779,4.607452461952334,0.3950192435613972,-1.1541193543875514,14.052459999999996,107.82692,110.98015,114.88741,120.02856,105.9761,-0.1011099999999999,0.0,0.0,112.03122777777779,112.03122777777779,0.0,0.05037702809674698,0.1165702837327023,11.121082597442058,0.13222187549751596,0.9882503956136359,-0.5055499999999995,,0.0,,,0.0,0.0,0.12451052279889957,-0.10480662744133576,3.7924115085159156,1.0
89.89499,111.41429111111113,4.631863756229942,0.45511167209007586,-1.1422593810392965,13.915360000000007,107.20998,109.74628,114.06483,119.54872,105.63336,-0.1011095000000001,0.0,0.0,111.41429111111113,111.41429111111113,0.0,0.04997253945628432,0.11764050623678322,12.063730992631903,0.14400922735170413,0.9882034492170151,-0.5055475000000005,,0.0,,,0.0,0.0,0.1175090579644934,-0.10024755576616787,3.76415891980322,1.0
90.18387,110.88875444444443,4.617639994841308,0.48053700396887206,-1.0839017629737204,13.983909999999995,106.79869,109.06079,113.37935,119.20598,105.22207,-0.0993957499999997,0.0,0.0,110.88875444444443,110.88875444444443,0.0,0.04806450695660918,0.11571515970121202,12.943539768031162,0.14671675152813296,0.9887919116475838,-0.49697874999999847,,0.0,,,0.0,0.0,0.10906454683296801,-0.022107076403463485,3.7572233382524587,1.0
90.47276,110.53839333333332,4.745458411981338,0.539804585989329,-1.136410414479882,13.64116,105.90755,108.16966,113.37935,119.13743,105.49627,-0.11139200000000002,0.0,0.0,110.53839333333332,110.53839333333332,0.0,0.04908401010978645,0.11872406570317603,13.368754696640021,0.16342512299658443,0.9879232226238799,-0.5569600000000001,,0.0,,,0.0,0.0,0.1160265307334838,-0.15839047762070335,3.7335062395344636,1.0
90.76164,110.76689,4.7830820463123525,0.4875422560348957,-1.2617019549304305,13.435519999999997,106.18175,108.44385,114.06483,119.13743,105.70191,-0.11996024999999974,0.0,0.0,110.76689,110.76689,0.0,0.052162497464382965,0.12248667595446423,12.929354696818612,0.18800707219399676,0.985667310576377,-0.5998012499999987,,0.0,,,0.0,0.0,0.12409808917203037,-0.2787131109046007,3.6843468658839504,1.0
