光纤位置,0,5,10,15,20,25,30,35,40
81.22849,117.83501,118.86323,122.63341,124.62133,110.84305,113.1737,113.585,118.24629,116.80677
81.51737,118.04065,118.86323,122.70196,124.27859,110.63741,112.8995,113.31081,117.835,116.94387
81.80626,117.62936,118.52049,121.87937,123.31891,110.36321,112.14547,113.03661,117.08096,116.73823
82.09514,117.69791,118.72614,121.81082,122.42777,110.29465,111.73417,112.96807,117.14951,116.32694
82.38402,117.42371,118.65759,121.33098,122.15358,110.08901,111.25433,112.62533,116.53258,115.57291
82.67291,116.60113,118.52049,120.91969,121.33099,109.81482,110.84304,112.07694,116.05274,115.02451
82.96179,115.98419,117.90356,120.30275,120.57695,109.19788,110.02046,111.04871,115.09306,114.40758
83.25067,115.23016,117.35517,119.68581,119.68582,108.3753,108.92369,110.43178,114.13338,113.4479
83.53956,114.68177,117.01243,118.93177,119.13743,107.34707,107.89546,109.26645,112.69386,112.55677
83.82844,113.58499,115.98419,118.10919,118.45195,106.18175,106.66159,107.96403,111.73418,111.80273
84.11732,112.83096,114.75032,117.69789,117.62936,104.94787,105.56481,106.79871,110.08901,110.63741
84.40621,112.89951,114.68177,117.4237,117.49226,104.81078,105.42771,106.38741,110.43176,110.9116
84.69509,113.79063,114.40757,117.83499,117.90355,105.63337,106.1132,107.14145,111.11725,111.32289
84.98397,113.79063,114.06483,118.17774,118.2463,105.90756,105.97611,107.20999,111.45999,111.39143
85.27286,114.54467,115.02451,118.31484,118.31485,106.04465,106.5245,107.48419,111.52854,111.73418
85.56174,114.88741,115.36726,118.79468,118.72614,106.73014,107.07289,108.03257,112.00838,111.73418
85.85062,114.81887,115.43581,119.00033,119.00033,106.73014,106.86725,108.16967,111.45999,111.11724
86.13951,115.29871,115.71,119.61727,119.54872,106.73014,108.10112,108.44387,112.35113,111.66563
86.42839,114.88742,115.02451,119.34307,120.16566,106.73014,108.03257,108.16967,112.14548,111.66563
86.71727,114.13339,113.99629,118.93178,119.34308,106.1132,107.62128,107.34709,111.93983,111.25433
87.00616,114.20193,114.06483,119.06888,119.41163,106.52449,107.55273,107.48418,111.73419,111.25433
87.29504,114.27049,114.13338,119.00033,119.75437,106.73013,107.55273,107.96402,111.87129,111.32288
87.58392,113.37935,113.51644,118.45194,119.34308,106.04465,107.20999,107.62127,111.39145,110.98013
87.87281,113.24225,113.65354,118.17775,119.41163,106.31884,107.27853,107.75837,111.1858,110.84304
88.16169,113.24225,113.92773,118.04065,119.27453,106.45594,107.00434,107.55272,110.98015,110.5003
88.45057,113.4479,114.40757,117.90355,119.82292,106.31884,107.75837,108.03256,111.59709,110.77449
88.73946,113.7221,114.54467,118.17775,120.09711,106.59303,108.10112,108.03256,112.14548,110.6374
89.02834,113.79065,114.88742,118.24629,120.09711,106.45593,108.16967,108.30675,111.59709,110.56885
89.31722,113.85921,115.02451,118.24629,120.30276,106.11319,108.23821,107.89546,111.25435,110.15756
89.60611,113.51647,114.88741,117.9721,120.02856,105.9761,107.82692,107.62127,110.98015,109.47207
89.89499,113.10517,114.06483,117.49226,119.54872,105.63336,107.20998,106.86723,109.74628,109.06079
90.18387,112.69388,113.37935,116.73823,119.20598,105.22207,106.79869,106.18175,109.06079,108.71805
90.47276,112.41969,113.37935,116.53258,119.13743,105.49627,105.90755,105.839,108.16966,107.96401
90.76164,112.69388,114.06483,116.87533,119.13743,105.90756,105.70191,106.18175,108.44385,107.89547
91.05052,113.24227,114.33903,117.35517,119.75437,105.83901,105.63336,106.66159,108.6495,107.96401
91.33941,113.24227,113.92773,117.08097,119.34308,105.08498,105.22207,106.04465,108.44385,107.48417
91.62829,113.17371,114.06483,117.08097,118.72614,104.81079,105.49626,105.63336,108.99224,107.14143
91.91717,113.58501,113.79063,116.94387,118.5205,105.15353,105.35917,105.08497,109.26643,106.93579
92.20606,114.33904,115.02451,118.04065,119.20599,106.04467,105.90756,105.90756,109.95192,107.34708
92.49494,114.40759,115.09306,118.3834,119.41163,106.25031,106.11321,105.97611,109.54063,107.27853
92.78382,114.47614,115.02451,118.72614,119.54873,106.66161,105.97611,105.83901,109.81483,107.20999
93.07271,114.81888,115.43581,119.00033,119.75437,106.86725,106.04465,106.38741,109.67773,107.14144
93.36159,114.95597,116.05274,119.13743,120.02857,107.21,105.83901,106.11321,109.67773,107.20999
93.65047,115.64145,116.39549,119.61727,120.7826,107.62129,106.52449,106.9358,109.74628,107.75838
93.93936,116.60113,117.62936,120.57695,121.94793,108.58097,107.07288,107.68983,109.88338,108.58096
94.22824,117.28662,118.65759,121.46809,122.56487,109.26645,108.03256,108.64951,111.25435,109.12935
94.51712,118.45195,120.30276,122.70196,123.86729,110.84307,109.33498,109.74629,113.24227,110.02048
94.80601,119.41163,120.85115,123.86729,124.68987,111.46001,110.22611,110.56887,114.61324,110.77451
95.09489,120.30276,121.12534,124.62132,125.30681,111.93985,111.39144,111.04871,114.75033,111.3229
95.38377,120.91969,122.29067,125.16971,125.581,112.55678,112.21402,111.66565,114.88743,111.87129
95.67266,122.08502,122.97615,126.06084,127.02052,113.9963,113.10515,112.76242,115.43581,112.35113
95.96154,123.38745,123.59309,127.29472,128.39149,115.09308,114.06483,114.40759,115.9842,113.03661
96.25042,124.68987,125.16971,128.66569,129.89956,116.05276,115.50435,115.71001,116.87533,113.8592
96.53931,125.78665,125.51246,129.55682,131.13343,116.60115,116.60113,116.53259,117.90356,114.61323
96.82819,127.84311,127.63747,131.13344,132.6415,118.45196,118.38339,118.65759,119.68582,116.2584
97.11707,128.18585,127.70601,131.33909,132.7786,118.38341,118.10919,118.86324,119.27453,116.1213
97.40596,127.43181,127.43182,130.99635,132.02457,117.76647,117.49226,118.10921,118.52049,116.05275
97.69484,127.36327,127.22617,131.13345,132.09311,117.76647,117.83501,118.04066,118.38339,115.71001
97.98372,127.29472,126.81488,130.99635,131.88747,117.97211,117.28661,117.56082,118.45194,115.29871
98.27261,126.81488,126.06085,130.72215,131.54473,117.69792,117.14952,117.01243,118.38339,114.75033
98.56149,126.26649,125.03261,129.96812,130.99634,117.21808,116.32694,115.91565,117.49226,114.13339
98.85037,126.47214,124.75841,130.03667,130.92779,116.53259,116.12129,116.05275,117.01242,114.06483
99.13926,126.26649,124.62132,129.55683,130.65359,115.77856,115.64145,115.36726,116.18984,113.79064
99.42814,125.78665,124.14148,129.00844,130.58505,114.88743,114.88741,115.02451,115.8471,113.03661
99.71702,125.71811,123.86729,128.80279,130.44795,114.61323,114.40757,114.61322,115.64145,112.62531
100.00591,124.89552,123.86729,128.04876,129.41972,113.17371,113.79064,113.72209,114.88742,111.80273
100.29479,124.00439,123.25035,127.15763,128.80278,112.28258,113.17371,112.07693,113.92774,111.1858
100.58367,123.66164,122.9076,126.60924,128.46004,111.80274,112.28257,111.39144,113.03661,110.63741
100.87256,122.63341,121.67372,125.37536,127.08907,110.56887,110.77451,110.02047,111.32289,109.26643
101.16144,121.46808,120.02855,124.34713,125.99229,109.47209,108.99225,108.58095,109.95192,107.62127
101.45032,121.60518,120.50839,124.75842,126.19794,109.74629,109.54063,108.30675,110.22611,107.75837
101.7392,122.63341,121.12533,125.51245,126.81488,110.29468,110.15757,108.85513,110.29467,107.41563
102.02809,123.52454,121.81081,126.12939,127.50037,111.39145,110.70595,109.33497,110.50031,107.68982
102.31697,124.27857,123.66163,127.15761,128.2544,112.07693,111.66563,110.56885,110.63741,108.16966
102.60585,125.37535,124.48421,128.18584,129.07698,112.55677,112.69386,111.11724,111.25434,108.71805
102.89474,126.40357,126.26648,129.14552,130.17375,113.31081,113.44789,112.76241,111.87128,109.19789
103.18362,126.60922,126.95197,129.48826,130.72214,113.58501,113.37935,112.62531,111.80273,108.92369
103.4725,127.08906,127.63745,129.831,131.20198,114.33904,113.79064,112.69385,111.32289,108.71805
103.76139,127.2947,128.25439,130.31085,131.33908,114.33904,113.92774,112.55676,111.45999,108.7866
104.05027,127.70599,128.73423,130.99633,131.75037,114.61323,114.54468,112.76241,111.66563,108.6495
104.33915,128.59713,129.21407,131.88747,132.71005,115.71001,114.88742,113.58499,111.93983,109.06079
104.62804,129.41971,130.10521,132.7786,133.1899,116.53259,114.95597,114.54467,112.21403,108.99225
104.91692,130.44794,130.85925,133.94393,133.87538,117.08098,116.12129,115.5729,112.76241,109.40354
105.2058,131.88747,132.43587,135.38345,135.3149,118.58905,117.42371,116.66968,114.06483,109.95193
105.49469,132.98425,133.94393,136.54878,136.82297,119.48018,119.00033,117.42371,114.95597,110.50031
105.78357,134.28667,135.31491,137.57701,138.05684,120.30276,120.09711,118.58904,115.71001,110.98015
106.07245,135.04071,135.79475,138.19395,139.22217,121.33099,120.78259,119.06888,116.32694,111.25435
106.36134,135.10925,136.34314,138.19395,138.81087,120.30276,120.3713,118.38339,116.18984,110.36321
106.65022,135.10925,135.93185,137.78266,138.67378,119.54873,119.75437,117.21807,115.50435,109.26643
106.9391,134.76651,136.00039,137.23427,138.26249,118.86324,118.79469,116.80677,114.54467,107.82691
107.22799,134.62942,135.93185,136.89153,138.46814,118.31485,118.2463,115.5729,113.58499,106.31885
107.51687,134.69797,135.31491,136.68589,137.64556,117.62936,117.62937,114.75032,112.35112,104.12529
107.80575,134.62942,135.24636,136.48024,137.02863,116.05275,116.73823,114.13339,111.04869,101.24625
108.09464,134.76652,135.45201,136.41169,136.75443,115.64146,115.77855,112.55677,108.58094,97.33898
108.38352,134.90362,135.45201,135.79475,136.20603,113.8592,113.92774,110.63741,105.56481,92.74623
108.6724,134.83507,135.8633,135.24636,135.04071,111.52855,111.93983,107.68982,101.79463,86.6454
108.96129,135.24636,136.54879,134.90361,134.42377,108.99225,109.60918,104.53659,97.27043,79.37925
109.25017,134.49233,136.13749,133.12135,132.29876,104.81079,104.81078,99.0527,90.27847,69.7139
109.53905,134.01249,136.00039,131.40763,129.21407,99.18981,99.66964,92.81478,81.98409,58.47193
109.82794,133.53265,135.17781,128.59713,125.23825,92.40349,92.74623,85.20589,71.90745,44.41947
110.11682,132.77861,134.56087,125.64955,120.09711,84.31476,83.83492,75.54054,58.81467,26.80249
110.4057,132.29877,134.14959,121.74227,114.40757,74.64941,73.96393,64.77841,44.83077,8.02017
110.69459,132.02457,133.53265,117.21807,108.3753,64.57277,63.75019,53.26225,29.68153,-11.17343
110.98347,132.57297,133.87539,112.62531,101.24625,54.63323,52.91951,41.1977,13.91536,-31.46381
111.27235,132.64151,133.73829,106.38739,92.33493,41.54045,39.41544,25.84282,-5.62099,-57.03243
111.56124,132.57296,134.35522,98.77849,81.64135,27.14525,24.88314,9.18551,-25.77427,-83.28653
111.85012,132.02457,134.35522,90.00427,70.81067,12.75005,10.48793,-7.1976,-46.2703,-107.68983
112.139,132.02457,134.76651,84.15655,59.97999,0.0791,-3.08468,-22.30465,-65.64845,-132.7997
112.42789,132.71006,135.3149,76.93019,46.88722,-15.143,-19.16245,-40.38135,-88.3342,-161.52539
112.71677,132.57296,134.83506,66.72061,35.23396,-34.04579,-38.15871,-61.69372,-114.59039,-193.764
113.00565,132.50441,134.69796,53.76167,26.45975,-54.93679,-59.78416,-85.48987,-142.9238,-227.23856
113.29454,132.43587,134.21812,38.04446,17.75407,-74.44374,-78.96798,-107.96402,-168.21824,-254.79508
113.58342,132.84716,134.35521,18.50813,11.51615,-99.39543,-103.16563,-134.69797,-198.10543,-293.73067
113.8723,132.71006,134.28667,1.0282,6.44356,-107.964,-110.0205,-141.8956,-206.674,-286.8758
114.16119,132.02457,133.80683,,2.81049,,,,,
114.45007,131.95603,133.66973,,,,,,,
114.73895,132.09313,133.32699,,,,,,,
115.02784,131.95603,133.46409,,,,,,,
115.31672,131.06489,132.71005,,,,,,,
115.6056,131.27054,132.77861,,,,,,,
115.89449,131.54473,131.88748,,,,,,,
116.18337,131.95603,132.09313,,,,,,,
116.47225,131.27054,130.9278,,,,,,,
116.76114,130.37941,129.69393,,,,,,,
117.05002,130.10521,130.17377,,,,,,,
117.3389,129.76247,129.35119,,,,,,,
117.62779,128.80279,128.87135,,,,,,,
117.91667,127.77456,127.50038,,,,,,,
118.20555,127.36327,126.6778,,,,,,,
118.49444,127.70601,127.56893,,,,,,,
118.78332,127.22617,127.70602,,,,,,,
119.0722,127.43182,128.73425,,,,,,,
119.36109,128.46005,129.28263,,,,,,,
119.64997,129.55683,130.37941,,,,,,,
119.93885,130.31087,131.40764,,,,,,,
120.22774,130.51651,131.68183,,,,,,,
120.51662,130.37941,131.47619,,,,,,,
120.8055,130.7907,132.23022,,,,,,,
121.09439,131.06489,132.71006,,,,,,,
121.38327,130.6536,132.16167,,,,,,,
121.67215,130.44795,132.50441,,,,,,,
121.96104,130.10521,132.09312,,,,,,,
122.24992,129.89956,132.71005,,,,,,,
122.5388,129.48827,132.29876,,,,,,,
122.82768,128.32294,130.5165,,,,,,,
123.11657,127.63745,128.66569,,,,,,,
123.40545,126.40358,126.88343,,,,,,,
123.69433,125.10115,125.581,,,,,,,
123.98322,123.93583,124.82697,,,,,,,
124.2721,123.25034,124.27858,,,,,,,
124.56098,123.18179,124.82697,,,,,,,
124.84987,124.14147,125.85519,,,,,,,
125.13875,125.03261,126.74633,,,,,,,
125.42763,125.37535,127.43181,,,,,,,
125.71652,126.40358,128.25439,,,,,,,
126.0054,127.36326,128.59714,,,,,,,
126.29428,128.59714,129.62537,,,,,,,
126.58317,129.28263,129.89957,,,,,,,
126.87205,129.41973,129.83102,,,,,,,
127.16093,131.13344,131.40764,,,,,,,
127.44982,132.29877,133.18991,,,,,,,
127.7387,133.0528,134.28669,,,,,,,
128.02758,133.1899,134.56089,,,,,,,
128.31647,133.94393,134.49233,,,,,,,
128.60535,134.08103,134.35523,,,,,,,
128.89423,134.69797,134.21813,,,,,,,
129.18312,134.56088,133.87539,,,,,,,
129.472,135.24637,134.08104,,,,,,,
129.76088,135.65766,134.28669,,,,,,,
130.04977,136.2746,135.31491,,,,,,,
130.33865,137.37138,136.54879,,,,,,,
130.62753,138.12541,137.16572,,,,,,,
130.91642,138.94799,137.37137,,,,,,,
131.2053,139.63348,138.74233,,,,,,,
131.49418,139.63348,138.53669,,,,,,,
131.78307,139.49639,137.8512,,,,,,,
132.07195,140.79881,138.94797,,,,,,,
132.36083,141.14155,139.42781,,,,,,,
132.64972,140.04477,138.39959,,,,,,,
132.9386,139.08509,137.50845,,,,,,,
133.22748,136.82298,135.24635,,,,,,,
133.51637,135.04071,133.60119,,,,,,,
133.80525,133.1899,132.02457,,,,,,,
134.09413,131.47618,130.17375,,,,,,,
134.38302,130.03666,127.84311,,,,,,,
134.6719,127.9802,125.92375,,,,,,,
134.96078,126.33503,124.27858,,,,,,,
135.24967,124.96406,123.86729,,,,,,,
135.53855,124.14147,122.56487,,,,,,,
135.82743,123.86728,122.15357,,,,,,,
136.11632,124.27857,122.56487,,,,,,,
136.4052,123.79873,122.63341,,,,,,,
136.69408,125.1697,123.52454,,,,,,,
136.98297,126.81487,124.96406,,,,,,,
137.27185,127.15761,124.96406,,,,,,,
137.56073,128.46003,126.19793,,,,,,,
137.84962,128.93987,126.95197,,,,,,,
138.1385,128.59713,126.54067,,,,,,,
138.42738,129.28262,127.02051,,,,,,,
138.71627,129.62536,127.70599,,,,,,,
139.00515,129.55681,127.4318,,,,,,,
139.29403,129.55681,127.36325,,,,,,,
139.58292,129.83101,126.81487,,,,,,,
139.8718,130.17375,127.36325,,,,,,,
140.16068,129.69391,127.15761,,,,,,,
140.44957,129.69391,127.50035,,,,,,,
140.73845,129.55682,126.81487,,,,,,,
141.02733,128.87133,126.26648,,,,,,,
141.31622,127.56891,125.4439,,,,,,,
141.6051,127.36327,125.16971,,,,,,,
141.89398,127.08907,124.62132,,,,,,,
142.18287,127.36326,124.34713,,,,,,,
142.47175,128.46004,124.82697,,,,,,,
142.76063,128.46004,125.03261,,,,,,,
143.04951,127.84311,124.82697,,,,,,,
143.3384,127.70601,124.89552,,,,,,,
143.62728,127.22617,124.21003,,,,,,,
143.91616,126.67778,123.73019,,,,,,,
144.20505,125.99229,122.90761,,,,,,,
144.49393,125.16971,121.87939,,,,,,,
144.78281,124.07293,120.91971,,,,,,,
145.0717,122.63341,119.34309,,,,,,,
145.36058,121.26244,118.24631,,,,,,,
145.64946,121.81083,118.10921,,,,,,,
145.93835,121.81083,117.76647,,,,,,,
146.22723,121.74228,117.76647,,,,,,,
146.51611,121.33099,117.49227,,,,,,,
146.805,120.98825,117.35517,,,,,,,
147.09388,121.26244,117.56082,,,,,,,
147.38276,121.33099,117.08098,,,,,,,
147.67165,121.81083,116.94388,,,,,,,
147.96053,122.35921,117.49227,,,,,,,
148.24941,123.1818,117.97211,,,,,,,
148.5383,123.66164,117.83501,,,,,,,
148.82718,124.55277,118.79469,,,,,,,
149.11606,124.96406,118.45195,,,,,,,
149.40495,125.1697,118.79469,,,,,,,
149.69383,125.58099,118.79469,,,,,,,
149.98271,124.34712,117.76646,,,,,,,
150.2716,124.00438,117.49227,,,,,,,
150.56048,123.66164,117.62936,,,,,,,
150.84936,123.73019,117.35517,,,,,,,
151.13825,123.25035,117.14952,,,,,,,
151.42713,122.77051,116.18984,,,,,,,
151.71601,122.70196,115.50435,,,,,,,
152.0049,121.81083,114.27048,,,,,,,
152.29378,121.53664,113.72209,,,,,,,
152.58266,121.12535,113.4479,,,,,,,
152.87155,120.57696,113.10516,,,,,,,
153.16043,120.43986,112.21403,,,,,,,
153.44931,120.02857,111.39144,,,,,,,
153.7382,119.61729,110.22611,,,,,,,
154.02708,119.0689,108.58095,,,,,,,
154.31596,119.41164,107.82692,,,,,,,
154.60485,119.82293,107.68982,,,,,,,
154.89373,120.02857,106.79869,,,,,,,
155.18261,119.54873,106.04466,,,,,,,
155.4715,119.54873,104.81079,,,,,,,
155.76038,119.20599,103.50836,,,,,,,
156.04926,118.9318,102.75433,,,,,,,
156.33815,119.27454,101.65755,,,,,,,
156.62703,119.27454,100.14949,,,,,,,
156.91591,118.6576,97.68174,,,,,,,
157.2048,118.38341,95.69383,,,,,,,
157.49368,117.49228,93.22608,,,,,,,
157.78256,116.73824,90.89543,,,,,,,
158.07145,116.53259,89.18172,,,,,,,
158.36033,116.80679,88.35913,,,,,,,
158.64921,116.94389,86.78251,,,,,,,
158.9381,116.60114,84.24621,,,,,,,
159.22698,116.73824,81.91556,,,,,,,
159.51586,117.42373,80.1333,,,,,,,
159.80475,118.04067,77.80265,,,,,,,
160.09363,118.52051,76.15748,,,,,,,
160.38251,119.82293,74.37521,,,,,,,
160.6714,120.78261,73.55263,,,,,,,
160.96028,121.46809,72.79859,,,,,,,
161.24916,122.01649,72.79859,,,,,,,
161.53805,122.42777,72.45585,,,,,,,
161.82693,123.25035,71.77037,,,,,,,
162.11581,124.34713,71.42762,,,,,,,
162.4047,124.68987,69.50826,,,,,,,
162.69358,124.68987,67.04051,,,,,,,
162.98246,124.14148,65.39535,,,,,,,
163.27135,124.48423,64.64131,,,,,,,
163.56023,124.41568,63.61309,,,,,,,
163.84911,124.55277,62.9276,,,,,,,
164.13799,124.14148,62.79051,,,,,,,
164.42688,124.07293,63.2018,,,,,,,
164.71576,122.97615,64.09293,,,,,,,
165.00464,122.35922,65.18971,,,,,,,
165.29353,122.29067,67.24617,,,,,,,
165.58241,122.49631,69.50827,,,,,,,
165.87129,122.29067,71.42763,,,,,,,
166.16018,121.67373,74.71796,,,,,,,
166.44906,120.98824,78.62523,,,,,,,
166.73794,121.26243,83.69782,,,,,,,
167.02683,120.85114,88.15347,,,,,,,
167.31571,120.91969,93.36317,,,,,,,
167.60459,120.57695,98.29867,,,,,,,
167.89348,120.71404,104.67368,,,,,,,
168.18236,120.3713,110.36321,,,,,,,
168.47124,120.91969,116.18984,,,,,,,
168.76013,121.33097,122.56486,,,,,,,
169.04901,121.94791,127.36326,,,,,,,
169.33789,121.94791,131.13343,,,,,,,
169.62678,121.39952,134.97215,,,,,,,
169.91566,120.78259,138.67378,,,,,,,
170.20454,120.64549,143.54073,,,,,,,
170.49343,120.43985,148.54477,,,,,,,
170.78231,120.5084,153.89157,,,,,,,
171.07119,119.68582,159.99239,,,,,,,
171.36008,119.34308,166.50451,,,,,,,
171.64896,119.48017,172.81098,,,,,,,
171.93784,118.79469,176.5126,,,,,,,
172.22673,118.2463,179.46019,,,,,,,
172.51561,117.42371,182.68197,,,,,,,
172.80449,115.16161,186.34668,,,,,,,
173.09338,113.79065,193.6809,,,,,,,
173.38226,112.76242,200.5046,,,,,,,
173.67114,111.93983,205.64574,,,,,,,
173.96003,111.04871,204.20622,,,,,,,
174.24891,110.63741,194.67797,,,,,,,
174.53779,110.84306,197.4199,,,,,,,
,,,,,,,,,
185.1219,110.98015,158.3472,,,,,,,
185.41078,110.84306,163.8311,,,,,,,
185.69967,111.39145,163.89966,,,,,,,
185.98855,111.59709,163.92904,,,,,,,
186.27743,111.45999,165.31633,,,,,,,
186.56632,111.59709,164.23617,,,,,,,
186.8552,111.59709,163.80475,,,,,,,
187.14408,112.35113,163.62547,,,,,,,
187.43297,113.79065,163.28273,,,,,,,
187.72185,114.61323,162.93999,,,,,,,
188.01073,115.29872,161.22627,,,,,,,
188.29962,116.12131,159.16981,,,,,,,
188.5885,116.87534,158.41578,,,,,,,
188.87738,117.14953,157.93594,,,,,,,
189.16627,117.56082,156.29077,,,,,,,
189.45515,117.97211,155.19399,,,,,,,
189.74403,118.31485,153.61738,,,,,,,
190.03292,118.38341,152.31495,,,,,,,
190.3218,118.45196,150.94399,,,,,,,
190.61068,118.17777,148.40769,,,,,,,
190.89956,118.72615,145.93994,,,,,,,
191.18845,118.86325,142.99235,,,,,,,
191.47733,118.9318,139.63347,,,,,,,
191.76621,118.9318,136.34313,,,,,,,
192.0551,118.31486,132.77861,,,,,,,
192.34398,117.97211,129.96811,,,,,,,
192.63286,117.69791,127.50037,,,,,,,
192.92175,117.56081,124.48423,,,,,,,
193.21063,117.76646,121.19389,,,,,,,
193.49951,117.83501,118.72614,,,,,,,
193.7884,117.83501,115.02452,,,,,,,
194.07728,118.24631,113.10516,,,,,,,
194.36616,118.5205,110.43177,,,,,,,
194.65505,119.06889,109.12934,,,,,,,
194.94393,119.96001,108.7866,,,,,,,
195.23281,120.98825,108.23821,,,,,,,
195.5217,122.70196,107.89547,,,,,,,
195.81058,124.62132,107.89547,,,,,,,
196.09946,126.81487,108.44386,,,,,,,
196.38835,128.73424,107.55273,,,,,,,
196.67723,129.69392,106.66159,,,,,,,
196.96611,130.37941,104.94788,,,,,,,
197.255,130.85925,103.02852,,,,,,,
197.54388,130.99635,101.86319,,,,,,,
197.83276,130.7907,100.90351,,,,,,,
198.12165,130.31086,100.28657,,,,,,,
198.41053,130.24231,98.36721,,,,,,,
198.69941,129.76247,97.68173,,,,,,,
198.9883,130.03667,96.5164,,,,,,,
199.27718,130.37941,95.62527,,,,,,,
199.56606,130.03667,94.59703,,,,,,,
199.85495,128.87134,93.36316,,,,,,,
200.14383,127.50037,92.95187,,,,,,,
200.43271,125.8552,91.92364,,,,,,,
200.7216,125.51245,92.74622,,,,,,,
201.01048,125.44391,93.08897,,,,,,,
201.29936,125.71811,94.59703,,,,,,,
201.58825,125.9923,95.62526,,,,,,,
201.87713,126.60923,97.06478,,,,,,,
202.16601,126.74633,97.20188,,,,,,,
202.4549,128.04875,98.43575,,,,,,,
202.74378,128.80278,99.87527,,,,,,,
203.03266,129.96811,101.38335,,,,,,,
203.32155,130.03666,101.79464,,,,,,,
203.61043,129.96811,101.93174,,,,,,,
203.89931,129.48827,101.589,,,,,,,
204.1882,129.41973,101.79465,,,,,,,
204.47708,129.69392,102.82287,,,,,,,
204.76596,130.03667,104.33094,,,,,,,
205.05485,129.76247,105.08498,,,,,,,
205.34373,129.96812,106.59305,,,,,,,
205.63261,130.99635,108.51241,,,,,,,
205.9215,131.88748,110.50032,,,,,,,
206.21038,132.64152,111.25435,,,,,,,
206.49926,133.46411,112.89952,,,,,,,
206.78815,133.8754,114.13339,,,,,,,
207.07703,134.21814,115.50437,,,,,,,
207.36591,134.83507,116.66969,,,,,,,
207.6548,135.7262,118.17776,,,,,,,
207.94368,136.27459,119.61728,,,,,,,
208.23256,137.02862,120.98825,,,,,,,
208.52145,137.50846,122.56487,,,,,,,
208.81033,137.57701,123.38745,,,,,,,
209.09921,137.9883,123.86729,,,,,,,
209.3881,138.60524,124.55277,,,,,,,
209.67698,138.87943,125.37536,,,,,,,
209.96586,138.1254,125.16971,,,,,,,
210.25475,137.64556,125.51245,,,,,,,
210.54363,136.96007,125.58101,,,,,,,
210.83251,136.96007,125.9923,,,,,,,
211.1214,136.27459,125.58101,,,,,,,
211.41028,135.45201,124.75843,,,,,,,
211.69916,134.42378,124.21003,,,,,,,
211.98804,133.80685,124.89552,,,,,,,
212.27693,133.25846,125.51245,,,,,,,
212.56581,133.18991,125.71809,,,,,,,
212.85469,132.71007,125.78665,,,,,,,
213.14358,132.29878,125.4439,,,,,,,
213.43246,131.40765,124.89551,,,,,,,
213.72134,129.83103,123.11325,,,,,,,
214.01023,128.73425,122.35921,,,,,,,
214.29911,127.77457,121.26244,,,,,,,
214.58799,126.54069,120.23421,,,,,,,
214.87688,125.9923,120.23421,,,,,,,
215.16576,125.16971,120.02857,,,,,,,
215.45464,124.75842,119.82292,,,,,,,
215.74353,124.75842,119.96002,,,,,,,
216.03241,124.00439,119.48018,,,,,,,
216.32129,122.83906,117.49227,,,,,,,
216.61018,122.08502,117.01243,,,,,,,
216.89906,120.78259,116.32695,,,,,,,
217.18794,120.2342,115.50437,,,,,,,
217.47683,119.06887,114.61324,,,,,,,
217.76571,118.58903,113.65356,,,,,,,
218.05459,118.52049,114.40759,,,,,,,
218.34348,118.24629,113.99631,,,,,,,
218.63236,118.65758,114.81889,,,,,,,
218.92124,119.20597,115.23017,,,,,,,
219.21013,119.13742,115.43582,,,,,,,
219.49901,118.93178,114.68179,,,,,,,
219.78789,118.31485,114.81888,,,,,,,
220.07678,118.04065,114.88743,,,,,,,
220.36566,117.76646,114.40759,,,,,,,
220.65454,117.62936,114.33903,,,,,,,
220.94343,117.49227,113.79065,,,,,,,
221.23231,117.69791,113.99629,,,,,,,
221.52119,117.97211,114.81887,,,,,,,
221.81008,118.45195,115.02452,,,,,,,
222.09896,118.3834,115.50436,,,,,,,
222.38784,118.1092,115.23017,,,,,,,
222.67673,118.2463,115.71001,,,,,,,
222.96561,117.90356,115.64146,,,,,,,
223.25449,117.83501,115.29872,,,,,,,
223.54338,118.04066,114.68178,,,,,,,
223.83226,118.17775,114.75033,,,,,,,
224.12114,119.27453,115.64146,,,,,,,
224.41003,119.89147,116.2584,,,,,,,
224.69891,120.91969,117.42373,,,,,,,
224.98779,122.08502,118.9318,,,,,,,
225.27668,123.18179,119.48019,,,,,,,
225.56556,123.86728,120.30277,,,,,,,
225.85444,124.21003,120.09713,,,,,,,
226.14333,124.75841,121.331,,,,,,,
226.43221,125.37535,122.70197,,,,,,,
226.72109,126.06084,123.31891,,,,,,,
227.00998,126.47213,123.66165,,,,,,,
227.29886,126.12938,123.52455,,,,,,,
227.58774,125.92373,123.52455,,,,,,,
227.87663,125.85519,123.7302,,,,,,,
228.16551,126.40358,124.21004,,,,,,,
228.45439,125.99229,124.21004,,,,,,,
228.74328,124.96406,123.38745,,,,,,,
229.03216,124.96406,123.38745,,,,,,,
229.32104,124.62132,123.31891,,,,,,,
229.60993,123.86729,123.31891,,,,,,,
229.89881,123.66164,123.31891,,,,,,,
230.18769,122.90761,122.77051,,,,,,,
230.47658,122.35922,121.74228,,,,,,,
230.76546,121.81083,120.09711,,,,,,,
231.05434,121.94793,120.57695,,,,,,,
231.34323,121.67373,120.30276,,,,,,,
231.63211,121.67373,120.23421,,,,,,,
231.92099,121.46809,120.57695,,,,,,,
232.20987,121.26244,120.57695,,,,,,,
